pais_id;nom_pais;sag;nom_provincia;departamento;link;cant_acopi;cap_menos2;cap_2a5;cap_5a10;cap_mas10;codset
32;Argentina;Gestion de la Informacion de la SCCA;LA PAMPA;PUELEN;42112;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;BUENOS AIRES;TANDIL;6791;67;28;11;10;2;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;BUENOS AIRES;BENITO JUAREZ;6084;7;7;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;NEUQUEN;NORQUIN;58084;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;RIO NEGRO;GENERAL ROCA;62042;5;4;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;BUENOS AIRES;BALCARCE;6063;18;10;2;2;1;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;LA PAMPA;CURACO;42042;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;LA PAMPA;LIHUEL CALEL;42084;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;NEUQUEN;ANELO;58014;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;NEUQUEN;LONCOPUE;58063;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;BUENOS AIRES;ADOLFO GONZALES CHAVES;6014;13;6;2;1;2;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;BUENOS AIRES;LOBERIA;6476;21;4;3;3;5;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;BUENOS AIRES;NECOCHEA;6581;68;14;11;11;27;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;BUENOS AIRES;TRES ARROYOS;6833;61;23;13;7;6;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;BUENOS AIRES;SAN CAYETANO;6742;22;7;11;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;LA PAMPA;CALEU CALEU;42014;2;2;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;NEUQUEN;PICUNCHES;58105;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;NEUQUEN;CONFLUENCIA;58035;4;4;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;BUENOS AIRES;VILLARINO;6875;14;7;3;2;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;NEUQUEN;ZAPALA;58112;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;RIO NEGRO;AVELLANEDA;62014;1;1;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;RIO NEGRO;PICHI MAHUIDA;62063;1;1;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;NEUQUEN;ALUMINE;58007;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;RIO NEGRO;EL CUY;62035;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;NEUQUEN;PICUN LEUFU;58098;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;NEUQUEN;CATAN LIL;58021;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;BUENOS AIRES;PATAGONES;6602;4;0;3;1;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;NEUQUEN;HUILICHES;58049;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;NEUQUEN;COLLON CURA;58028;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;RIO NEGRO;SAN ANTONIO;62077;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;RIO NEGRO;PILCANIYEU;62070;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;NEUQUEN;LACAR;58056;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;RIO NEGRO;ADOLFO ALSINA;62007;1;1;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;NEUQUEN;LOS LAGOS;58070;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;RIO NEGRO;BARILOCHE;62021;2;2;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;CHUBUT;BIEDMA;26007;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;CHUBUT;GASTRE;26049;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;CHUBUT;CUSHAMEN;26014;2;2;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;CHUBUT;FUTALEUFU;26035;2;2;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;CHUBUT;LANGUINEO;26056;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;CHUBUT;RAWSON;26077;5;4;0;0;1;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;CHUBUT;GAIMAN;26042;3;3;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;CHUBUT;MARTIRES;26063;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;CHUBUT;FLORENTINO AMEGHINO;26028;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;CHUBUT;TEHUELCHES;26098;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;CHUBUT;ESCALANTE;26021;2;1;0;0;1;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;CHUBUT;RIO SENGUER;26084;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;SANTA CRUZ;DESEADO;78014;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;SANTA CRUZ;LAGO BUENOS AIRES;78035;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;SANTA CRUZ;RIO CHICO;78049;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;SANTA CRUZ;MAGALLANES;78042;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;SANTA CRUZ;LAGO ARGENTINO;78028;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;SANTA CRUZ;CORPEN AIKE;78007;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;SANTA CRUZ;GUER AIKE;78021;1;1;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;TIERRA DEL FUEGO;RIO GRANDE;94007;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;TIERRA DEL FUEGO;USHUAIA;94014;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;BUENOS AIRES;SAN FERNANDO (ISLAS);0;0;0;0;0;0;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;BUENOS AIRES;SAN FERNANDO;6749;7;2;0;0;4;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;BUENOS AIRES;CHASCOMUS;6217;11;5;1;0;4;1,03E+25
32;Argentina;Gestion de la Informacion de la SCCA;BUENOS AIRES;LEZAMA;6466;0;0;0;0;0;1,03E+25
